1937, -1.66, 0.01, 0.01, -41.40, 21.40, -164.09, 19.80, 56.56, -13.80, 7
1948, -1.98, 0.21, -0.06, -33.96, 26.71, -181.59, 19.65, 57.91, -13.95, 7
1958, -2.00, 0.12, -0.13, -26.52, 35.18, -203.60, 19.20, 58.51, -13.95, 7
1968, -1.96, 0.01, -0.15, -15.12, 36.83, -227.50, 19.80, 60.62, -12.75, 7
1978, -1.99, -0.27, -0.23, -15.24, 31.65, -244.88, 19.05, 60.17, -14.10, 7
1988, -2.00, -0.36, -0.14, -24.09, 24.57, -252.13, 18.30, 62.42, -14.40, 7
1998, -2.00, -0.41, -0.16, -43.54, 24.15, -252.50, 17.85, 61.82, -14.55, 7
2009, -2.00, -0.61, -0.07, -55.00, 28.66, -251.40, 16.65, 62.12, -14.55, 7
2041, -1.59, -0.87, 0.09, -52.74, 30.12, -245.37, 14.70, 63.62, -10.80, 7
2051, -1.13, -1.03, 0.27, -43.72, 33.66, -230.55, 13.35, 63.47, -12.00, 7
2061, -0.53, -1.06, 0.52, -30.55, 44.82, -200.30, 12.45, 64.37, -12.45, 7
2071, 0.16, -1.13, 0.39, -15.85, 59.76, -163.72, 13.65, 63.77, -12.00, 7
2082, 0.96, -1.40, 0.69, -16.65, 75.30, -126.40, 10.80, 63.47, -11.25, 7
2092, 1.13, -1.37, 1.00, 34.21, 75.43, -92.26, 11.40, 64.37, -10.80, 7
2102, 0.52, -1.51, 0.79, 65.12, 74.76, -52.50, 9.60, 63.92, -13.50, 7
2112, 0.11, -0.92, 0.91, 77.44, 78.41, -9.82, 8.10, 64.37, -10.50, 7
2122, 0.10, -0.47, -0.08, 23.48, 87.56, 51.22, 6.60, 63.77, -9.60, 7
2132, 0.13, -0.41, -0.04, 2.26, 92.07, 120.91, 5.10, 64.52, -11.25, 7
2142, 0.31, -0.53, 0.04, 33.60, 81.04, 172.62, 4.50, 64.37, -11.85, 7
2152, 0.66, -0.78, 0.15, 30.24, 69.88, 214.09, 4.95, 62.87, -10.80, 7
2162, 0.71, -0.85, 0.21, 30.43, 53.78, 248.66, 5.10, 64.52, -10.65, 7
2172, 0.49, -0.72, 0.11, 4.88, 36.22, 272.93, 3.15, 63.62, -11.10, 7
2204, 0.39, -0.55, -0.02, -39.88, 27.26, 290.91, 5.85, 62.72, -10.20, 7
2214, 0.45, -0.44, -0.13, -73.96, 21.28, 308.05, 5.25, 65.12, -11.10, 7
2224, 0.59, -0.33, -0.23, -75.24, 8.96, 330.12, 4.35, 63.77, -11.25, 7
2234, 0.67, -0.29, -0.30, -56.28, -13.05, 355.67, 5.40, 63.02, -12.00, 7
2244, 0.59, -0.30, -0.34, -35.55, -42.44, 376.65, 6.30, 62.87, -11.85, 7
2255, 0.41, -0.40, -0.32, -23.23, -67.01, 389.15, 5.25, 62.87, -12.45, 7
2265, 0.20, -0.54, -0.27, -20.00, -80.67, 394.45, 5.70, 62.12, -12.90, 7
2275, 0.03, -0.61, -0.25, -27.32, -87.62, 396.28, 6.30, 60.77, -12.45, 7
2285, -0.19, -0.62, -0.37, -47.99, -97.68, 391.52, 4.80, 60.62, -11.25, 7
2295, -0.43, -0.59, -0.44, -66.83, -109.45, 378.23, 4.20, 61.52, -13.95, 7
2305, -0.67, -0.70, -0.27, -72.26, -107.44, 363.60, 3.90, 62.12, -13.20, 7
2315, -0.91, -0.68, -0.07, -55.49, -91.59, 350.85, 3.30, 60.92, -13.05, 7
2325, -1.05, -0.45, 0.06, -37.38, -69.82, 334.82, 3.75, 59.86, -13.05, 7
2335, -1.08, -0.28, -0.13, -30.37, -52.99, 313.90, 5.85, 59.41, -13.35, 7
2367, -1.18, -0.24, -0.12, -10.61, -43.48, 293.41, 5.70, 58.96, -13.20, 7
2377, -1.38, -0.20, -0.03, 39.39, -27.68, 273.54, 6.75, 57.16, -13.20, 7
2388, -1.55, -0.30, -0.05, 80.91, -14.39, 252.13, 5.10, 57.31, -12.30, 7
2398, -1.67, -0.52, -0.05, 86.16, -1.16, 228.17, 5.85, 57.31, -12.75, 7
2408, -1.65, -0.57, -0.05, 65.55, 14.82, 201.89, 6.00, 57.91, -12.45, 7
2418, -1.54, -0.55, -0.10, 26.59, 26.83, 171.77, 6.00, 58.21, -12.15, 7
2428, -1.40, -0.36, -0.11, -12.56, 23.60, 134.15, 6.90, 57.31, -12.75, 7
2438, -1.17, -0.14, -0.24, -45.43, 12.01, 93.84, 7.80, 58.21, -11.85, 7
2448, -1.00, 0.01, -0.38, -59.51, 2.01, 54.57, 5.70, 57.46, -12.45, 7
2458, -1.00, 0.07, -0.35, -57.56, -7.44, 14.09, 6.30, 57.46, -12.15, 7
2468, -1.03, 0.11, -0.26, -46.34, -10.49, -23.96, 8.25, 57.61, -12.30, 7
2478, -0.98, 0.12, -0.11, -36.16, -7.20, -55.61, 7.65, 55.81, -13.35, 7
2488, -0.86, 0.12, -0.02, -29.76, -3.84, -82.44, 8.10, 56.41, -11.85, 7
2498, -0.79, 0.13, -0.01, -22.99, -3.84, -106.59, 8.55, 57.91, -12.45, 7
2530, -0.76, 0.17, -0.07, -12.87, -5.12, -127.50, 10.35, 57.16, -11.55, 7
2540, -0.65, -0.00, -0.07, -9.21, -7.07, -150.18, 9.00, 56.56, -12.75, 7
2550, -0.93, 0.63, 0.88, 55.30, -77.80, -197.87, 8.55, 57.91, -13.50, 7
2560, -1.32, 1.67, -0.07, 127.13, -97.13, -200.85, 7.05, 58.21, -11.85, 7
2570, -1.39, 2.00, 0.36, 158.23, -40.30, -165.49, 9.00, 57.61, -12.75, 7
2581, -1.67, 0.19, 0.80, 156.28, -53.60, -85.73, 8.55, 58.21, -12.90, 7
2591, -1.95, -1.11, 0.56, 133.96, -67.07, -62.44, 9.15, 57.91, -12.45, 7
2601, -1.61, -0.99, -0.22, 43.29, -83.23, -97.26, 8.85, 57.91, -12.45, 7
2611, -1.46, -1.33, -0.17, -85.67, -81.04, -129.21, 10.35, 58.21, -12.90, 7
2621, -1.10, -0.70, -0.26, -103.05, -56.28, -139.57, 8.85, 57.46, -11.55, 7
2631, -0.67, -0.15, -0.06, -98.05, -26.22, -140.67, 9.15, 57.16, -12.15, 7
2641, -0.65, 0.88, 0.79, -29.88, -12.56, -124.88, 9.00, 57.31, -12.00, 7
2651, -1.68, 0.89, 0.25, 30.06, -24.88, -98.11, 8.70, 58.21, -12.15, 7
2661, -2.00, -0.39, -0.03, 69.02, -42.68, -71.71, 10.05, 57.31, -12.00, 7
2694, -2.00, -1.40, -0.04, 63.90, -34.88, -71.22, 11.40, 56.11, -12.15, 7
2704, -1.35, -1.36, 0.22, 23.05, -15.79, -104.21, 13.35, 56.26, -11.70, 7
2714, -0.56, -1.05, 0.48, 2.68, -9.15, -122.93, 10.35, 55.66, -12.45, 7
2724, -0.06, -0.68, 0.57, -5.43, -8.05, -108.41, 12.45, 55.66, -12.45, 7
2734, 0.01, -0.78, 0.38, -21.46, -6.83, -78.66, 11.70, 55.66, -13.20, 7
2744, -0.44, -0.96, 0.34, -28.96, -9.88, -52.68, 13.20, 54.91, -10.80, 7
2754, -0.91, -0.88, 0.26, -32.38, -11.22, -36.22, 11.40, 55.36, -12.45, 7
2764, -1.31, -0.65, 0.19, -38.41, -7.99, -28.29, 12.15, 54.91, -12.90, 7
2774, -1.44, -0.42, 0.22, -36.22, -1.34, -25.30, 11.85, 52.96, -12.00, 7
2784, -1.32, -0.31, 0.20, -20.67, 3.72, -27.38, 13.80, 53.56, -11.55, 7
2794, -1.07, -0.36, 0.20, -5.67, 5.00, -31.10, 13.80, 53.56, -13.50, 7
2804, -0.88, -0.50, 0.20, 2.20, 3.41, -31.77, 13.80, 53.11, -12.90, 7
2814, -0.77, -0.59, 0.20, 0.24, 4.39, -26.28, 16.35, 52.81, -13.50, 7
2824, -0.78, -0.59, 0.19, -7.87, 6.22, -17.62, 16.35, 51.76, -11.85, 7
2856, -1.01, -0.34, 0.10, -28.96, 6.95, -7.50, 17.55, 50.11, -13.05, 7
2866, -0.97, -0.26, 0.11, -25.73, 5.55, -10.67, 17.10, 48.46, -13.95, 7
2877, -0.91, -0.21, 0.13, -20.49, 4.70, -13.29, 18.00, 46.21, -13.35, 7
2887, -0.85, -0.18, 0.15, -15.79, 4.51, -14.39, 16.95, 46.51, -12.30, 7
2897, -0.83, -0.17, 0.17, -10.37, 4.76, -14.33, 18.45, 46.06, -12.15, 7
2907, -0.86, -0.16, 0.17, -7.01, 4.15, -15.18, 17.10, 47.11, -12.45, 7
2917, -0.91, -0.13, 0.17, -5.67, 3.41, -18.35, 16.35, 46.06, -11.55, 7
2927, -0.97, -0.10, 0.14, -6.40, 2.20, -23.17, 16.20, 45.16, -10.65, 7
2937, -0.97, -0.05, 0.14, -9.51, 2.20, -29.02, 15.30, 45.31, -12.15, 7
2947, -0.97, -0.01, 0.09, -13.29, 2.32, -35.73, 16.35, 46.36, -11.85, 7
2957, -0.95, 0.04, 0.06, -16.40, 2.50, -43.48, 14.55, 46.66, -12.45, 7
2967, -0.91, 0.10, 0.05, -17.44, 1.65, -51.77, 15.15, 48.01, -11.25, 7
2977, -0.92, 0.11, 0.04, -16.95, -0.06, -60.67, 13.80, 48.91, -11.85, 7
2987, -0.88, 0.09, 0.04, -14.51, -2.20, -69.51, 18.00, 50.11, -12.75, 7
3019, 1.56, -0.18, 0.17, 365.43, -1337.26, -88.96, 19.95, 53.56, -12.90, 7
3092, -0.80, -0.77, -0.13, 89.94, -8.84, 346.59, 14.70, 59.41, -14.40, 7
3103, -0.97, -0.96, -0.10, 71.04, 4.45, 336.83, 15.45, 60.17, -13.80, 7
3112, -1.09, -0.98, 0.08, 47.50, 21.04, 326.16, 13.80, 59.71, -12.45, 7
3123, -1.14, -0.74, 0.11, 29.63, 32.74, 315.00, 13.80, 61.82, -12.45, 7
3133, -1.21, -0.44, 0.10, 21.04, 32.68, 300.85, 12.45, 61.82, -13.20, 7
3143, -1.26, -0.21, 0.10, 37.44, 27.68, 279.02, 9.75, 62.72, -13.35, 7
3153, -1.23, -0.11, 0.10, 69.51, 25.18, 255.00, 11.85, 61.22, -13.35, 7
3162, -1.23, -0.15, 0.11, 86.95, 21.65, 235.79, 8.10, 63.32, -13.20, 7
3173, -1.35, -0.37, -0.01, 85.55, 18.78, 220.06, 6.90, 61.97, -13.80, 7
3182, -1.39, -0.51, 0.16, 68.48, 19.82, 204.02, 7.50, 63.62, -13.50, 7
3193, -1.35, -0.45, 0.27, 39.51, 15.85, 179.27, 6.00, 63.62, -11.55, 7
3203, -1.25, -0.27, 0.14, -5.43, 9.21, 152.74, 7.05, 62.87, -13.95, 7
3213, -1.10, -0.15, -0.00, -42.01, 5.98, 128.84, 6.00, 62.57, -13.50, 7
3245, -0.97, -0.02, -0.11, -45.91, -2.01, 105.61, 6.30, 63.32, -13.50, 7
3254, -0.84, 0.12, -0.16, -32.99, -14.63, 80.18, 6.75, 63.32, -11.55, 7
3264, -0.73, 0.19, -0.22, -22.44, -28.54, 54.21, 4.80, 63.02, -13.05, 7
3273, -0.70, 0.14, -0.25, -17.93, -36.59, 29.09, 6.00, 62.87, -13.20, 7
3283, -0.70, 0.04, -0.13, -19.94, -39.51, 6.22, 6.00, 61.82, -13.95, 7
3292, -0.66, -0.02, -0.04, -27.62, -39.82, -13.60, 5.25, 61.82, -13.20, 7
3301, -0.63, -0.04, 0.01, -46.95, -38.05, -29.45, 5.25, 61.82, -13.20, 7
3311, -0.64, -0.10, 0.01, -66.71, -37.13, -42.44, 6.30, 60.32, -12.90, 7
3320, -0.67, -0.11, -0.01, -80.85, -39.39, -54.63, 7.80, 61.52, -11.85, 7
3330, -0.70, -0.09, -0.03, -95.98, -42.74, -66.52, 9.00, 60.17, -12.00, 7
3339, -0.67, -0.15, -0.11, -109.94, -45.43, -77.68, 9.15, 60.32, -13.20, 7
3349, -0.64, -0.15, -0.12, -118.78, -44.51, -87.44, 11.40, 59.71, -13.20, 7
3359, -0.65, -0.18, -0.33, -129.27, -46.89, -93.90, 11.40, 58.96, -13.50, 7
3368, -0.68, -0.38, 0.08, -142.01, -75.49, -110.67, 10.50, 58.06, -14.10, 7
3400, -1.56, 1.33, 0.62, 48.72, -143.05, -174.15, 11.70, 54.61, -14.25, 7
3410, -2.00, 2.00, 1.54, 134.09, -105.61, -237.38, 7.20, 55.81, -13.05, 7
3419, -2.00, 0.87, -1.02, 42.20, -98.84, -234.57, 7.65, 54.46, -14.70, 7
3429, -1.08, 0.41, -0.42, 182.68, -0.98, -132.50, 6.75, 53.56, -14.25, 7
3438, -1.38, 0.24, 0.51, 321.65, -60.73, -39.82, 7.20, 53.71, -13.80, 7
3448, -1.78, -1.38, 0.13, 110.37, -71.40, -87.44, 7.05, 53.11, -13.95, 7
3457, -1.81, -1.04, -0.24, 42.20, -72.32, -150.98, 8.25, 53.71, -14.10, 7
3467, -1.62, 0.18, 0.16, -10.49, -49.51, -164.51, 6.60, 52.66, -13.05, 7
3477, -2.00, 0.39, 0.10, -63.78, -33.48, -154.15, 7.95, 52.66, -14.40, 7
3486, -2.00, -0.10, -0.23, -40.12, -19.02, -133.72, 8.10, 52.51, -13.95, 7
3496, -1.72, -1.04, 0.12, -35.18, -18.72, -123.35, 8.85, 51.31, -12.45, 7
3505, -1.10, -0.95, 0.38, -23.17, -20.00, -133.66, 10.05, 52.66, -14.40, 7
3515, -0.56, -1.00, 0.51, -13.96, -13.84, -136.71, 10.05, 52.21, -16.20, 7
3525, -0.13, -0.91, 0.65, 0.30, -8.23, -118.72, 9.90, 51.31, -13.95, 7
3556, -0.25, -0.90, 0.37, -6.89, -1.83, -88.72, 10.35, 53.11, -13.20, 7
3566, -0.62, -0.96, 0.36, -6.46, -1.89, -62.62, 9.45, 52.21, -13.80, 7
3575, -0.96, -0.84, 0.36, 1.83, -0.24, -47.20, 9.75, 52.21, -14.10, 7
3584, -1.25, -0.63, 0.30, 2.99, 4.94, -40.18, 9.75, 52.21, -13.80, 7
3594, -1.33, -0.47, 0.25, 4.88, 10.85, -38.29, 11.25, 51.91, -12.30, 7
3603, -1.19, -0.47, 0.19, 8.60, 13.60, -38.17, 9.75, 51.91, -13.05, 7
3613, -0.98, -0.67, 0.10, 4.70, 12.99, -38.23, 9.00, 53.41, -13.80, 7
3622, -0.82, -0.77, 0.12, -1.89, 12.99, -36.34, 11.85, 53.71, -13.05, 7
3632, -0.78, -0.74, 0.10, -16.40, 14.57, -30.43, 9.45, 52.96, -14.40, 7
3641, -0.83, -0.63, 0.07, -28.29, 15.91, -21.83, 9.45, 52.96, -14.40, 7
3651, -0.90, -0.51, 0.05, -31.04, 16.10, -13.96, 11.40, 53.11, -14.25, 7
3661, -0.94, -0.42, 0.06, -26.22, 14.94, -9.82, 10.80, 52.66, -14.10, 7
3670, -0.93, -0.34, 0.07, -17.32, 13.60, -8.54, 10.65, 51.76, -13.95, 7
3680, -0.90, -0.33, 0.09, -7.68, 12.20, -8.41, 11.55, 53.71, -13.05, 7
3711, -0.88, -0.32, 0.12, 0.79, 11.40, -7.07, 10.95, 53.11, -12.90, 7
3721, -0.85, -0.33, 0.15, 6.59, 12.62, -5.00, 10.35, 51.76, -13.20, 7
3730, -0.85, -0.31, 0.16, 9.57, 14.39, -3.66, 10.35, 54.31, -12.90, 7
3740, -0.87, -0.27, 0.15, 9.70, 15.18, -4.21, 9.15, 54.61, -13.95, 7
3749, -0.93, -0.26, 0.12, 8.60, 15.30, -6.16, 10.35, 53.11, -13.20, 7
3758, -0.97, -0.23, 0.09, 7.26, 14.51, -9.57, 12.15, 53.86, -13.20, 7
3768, -0.97, -0.20, 0.09, 4.27, 13.72, -14.70, 9.75, 54.46, -13.35, 7
3777, -0.94, -0.18, 0.05, -0.91, 13.78, -20.79, 10.80, 54.46, -12.30, 7
3787, -0.91, -0.17, 0.04, -4.94, 13.23, -27.07, 10.50, 52.96, -13.05, 7
3796, -0.86, -0.16, 0.05, -6.10, 11.89, -33.29, 10.05, 52.96, -13.35, 7
3806, -0.87, -0.11, 0.07, -8.23, 10.12, -38.84, 11.40, 54.91, -12.15, 7
3815, -0.89, -0.04, 0.07, -12.13, 9.33, -44.45, 11.25, 53.41, -14.10, 7
3825, -0.91, -0.03, 0.06, -13.60, 9.76, -50.55, 11.25, 52.96, -14.70, 7
3834, -0.89, -0.03, 0.11, -9.70, 10.12, -57.13, 10.35, 52.51, -13.20, 7
3863, -0.88, -0.04, 0.10, -5.00, 8.66, -63.90, 13.20, 51.31, -13.50, 7
3873, -0.86, -0.10, 0.13, -1.59, 8.54, -70.06, 13.35, 54.01, -13.05, 7
3882, -0.86, -0.17, 0.15, 2.13, 8.17, -75.24, 11.70, 52.51, -13.05, 7
3891, -0.84, -0.22, 0.17, 3.48, 7.80, -80.30, 11.70, 52.51, -13.50, 7
3901, -0.83, -0.36, 0.09, -0.49, 8.11, -85.85, 12.60, 52.21, -13.05, 7
3910, -0.78, -0.50, 0.10, -5.37, 8.29, -89.63, 13.35, 51.16, -14.10, 7
3920, -0.80, -0.45, 0.09, -12.56, 7.56, -93.29, 13.80, 51.01, -13.20, 7
3929, -0.89, -0.29, 0.06, -23.66, 8.54, -96.95, 14.70, 51.16, -12.75, 7
3939, -0.94, -0.16, 0.10, -26.89, 11.52, -101.71, 13.50, 51.31, -13.95, 7
3949, -0.90, -0.17, 0.15, -17.99, 12.68, -107.13, 15.15, 49.81, -14.70, 7
3958, -0.83, -0.23, 0.22, -7.50, 10.85, -114.27, 14.40, 50.41, -14.70, 7
3968, -0.81, -0.39, 0.18, -8.35, 8.66, -120.37, 14.70, 49.36, -15.45, 7
3977, -0.79, -0.59, 0.19, -11.77, 7.56, -124.88, 14.70, 49.06, -14.40, 7
3987, -0.86, -0.59, 0.19, -21.52, 6.77, -129.39, 14.70, 49.36, -14.40, 7
4019, -1.03, -0.49, 0.11, -37.87, 9.33, -135.12, 16.95, 47.56, -13.35, 7
4028, -1.25, -0.34, 0.11, -45.55, 14.45, -142.01, 17.55, 48.61, -14.70, 7
4038, -1.69, -0.30, -0.04, -41.83, 18.96, -151.65, 16.95, 48.31, -14.40, 7
4047, -2.00, -0.38, -0.04, -35.61, 22.68, -164.45, 18.15, 48.46, -14.25, 7
4057, -2.00, -0.34, -0.03, -31.83, 27.01, -180.73, 17.55, 49.06, -14.70, 7
4067, -2.00, -0.15, -0.00, -31.52, 34.33, -198.23, 18.30, 48.61, -14.70, 7
4076, -2.00, -0.29, -0.12, -33.29, 45.55, -216.46, 17.10, 48.46, -15.60, 7
4086, -2.00, -0.52, -0.02, -30.12, 46.46, -228.66, 16.95, 49.06, -14.70, 7
4095, -2.00, -0.63, -0.06, -32.93, 47.99, -225.06, 18.30, 50.86, -13.35, 7
4105, -1.56, -0.83, 0.00, -38.78, 51.71, -208.41, 15.90, 50.86, -13.35, 7
4115, -1.04, -0.95, 0.08, -48.72, 57.20, -188.54, 16.95, 49.81, -15.15, 7
4124, -0.59, -0.99, 0.17, -54.76, 66.04, -166.52, 16.50, 51.91, -13.80, 7
4134, -0.02, -0.88, 0.23, -54.39, 77.44, -140.12, 15.45, 52.96, -12.30, 7
4144, 0.56, -0.89, 0.19, -45.12, 78.84, -101.16, 17.55, 52.21, -13.35, 7
4175, 0.87, -0.80, 0.30, 11.83, 73.90, -41.40, 17.40, 53.86, -13.50, 7
4185, 0.85, -1.23, 0.03, 41.10, 81.77, 18.54, 18.00, 56.26, -13.05, 7
4195, 0.58, -1.21, 0.45, 73.90, 91.10, 56.52, 16.35, 56.41, -13.50, 7
4204, 0.27, -0.90, -0.07, 66.10, 84.15, 83.96, 17.40, 56.71, -14.25, 7
4214, 0.10, -0.54, 0.00, 55.49, 71.04, 118.84, 16.65, 58.21, -14.55, 7
4223, 0.20, -0.36, -0.14, 62.68, 53.48, 153.23, 16.65, 56.71, -14.55, 7
4233, 0.47, -0.54, -0.08, 52.38, 35.98, 189.45, 16.95, 57.61, -13.80, 7
4242, 0.53, -0.73, 0.16, 43.90, 21.16, 221.95, 16.65, 58.21, -13.95, 7
4252, 0.41, -0.78, 0.30, 21.16, 14.09, 245.49, 16.65, 58.21, -13.95, 7
4262, 0.18, -0.75, 0.24, -24.45, 9.21, 259.82, 15.60, 56.71, -13.50, 7
4271, 0.04, -0.73, 0.06, -75.73, 9.21, 269.51, 13.65, 59.41, -13.35, 7
4281, 0.08, -0.64, -0.10, -108.66, 10.67, 280.61, 13.35, 59.11, -13.35, 7
4290, 0.17, -0.49, -0.12, -117.80, 6.10, 295.24, 12.90, 58.36, -13.80, 7
4300, 0.21, -0.38, -0.08, -106.59, -4.15, 311.71, 11.70, 58.51, -11.85, 7
4332, 0.20, -0.24, -0.16, -84.21, -15.98, 328.29, 9.60, 60.02, -11.55, 7
4341, 0.08, -0.13, -0.20, -59.88, -29.63, 342.38, 8.70, 60.17, -11.25, 7
4351, -0.15, -0.11, -0.23, -34.21, -39.63, 348.41, 7.80, 60.77, -13.20, 7
4360, -0.40, -0.28, -0.31, -1.52, -47.87, 341.77, 7.20, 59.86, -12.00, 7
4370, -0.57, -0.50, -0.26, 33.23, -48.41, 327.80, 9.00, 60.62, -12.75, 7
4379, -0.69, -0.67, -0.25, 41.40, -43.41, 313.23, 7.65, 60.92, -12.00, 7
4389, -0.78, -0.62, -0.21, 21.71, -33.84, 301.89, 7.20, 59.41, -12.30, 7
4398, -0.83, -0.44, -0.27, 16.10, -22.62, 290.24, 8.10, 60.32, -11.55, 7
4408, -0.94, -0.31, -0.17, 39.15, -16.16, 273.17, 8.25, 59.86, -11.25, 7
4417, -1.04, -0.26, -0.03, 75.18, -10.24, 251.83, 7.65, 60.17, -12.75, 7
4427, -1.15, -0.27, 0.06, 95.18, -5.30, 231.59, 10.50, 59.11, -11.25, 7
4436, -1.24, -0.30, 0.11, 100.55, 2.80, 216.04, 10.05, 58.36, -11.25, 7
4446, -1.27, -0.32, 0.12, 88.84, 13.17, 201.71, 9.15, 58.51, -12.90, 7
4456, -1.25, -0.34, -0.02, 61.83, 17.74, 185.24, 10.35, 59.26, -11.55, 7
4487, -1.21, -0.41, -0.15, 28.90, 17.87, 166.04, 12.75, 58.96, -10.50, 7
4497, -1.21, -0.37, -0.13, 2.07, 13.41, 143.66, 11.85, 57.31, -11.25, 7
4506, -1.11, -0.25, -0.20, -17.32, 7.20, 117.50, 12.90, 57.61, -12.30, 7
4516, -1.02, -0.15, -0.33, -30.49, -2.87, 87.32, 14.55, 56.71, -13.20, 7
4525, -0.96, -0.08, -0.30, -39.09, -14.02, 55.06, 11.70, 55.36, -13.50, 7
4535, -0.95, -0.07, -0.26, -45.91, -23.05, 25.55, 12.90, 54.76, -13.05, 7
4545, -0.98, -0.04, -0.17, -51.28, -27.32, 3.23, 13.20, 53.86, -13.50, 7
4554, -0.98, 0.04, -0.13, -56.52, -27.93, -12.74, 11.85, 54.01, -14.40, 7
4564, -0.98, 0.09, -0.15, -61.28, -26.77, -25.55, 10.65, 50.71, -13.95, 7
4573, -0.95, 0.13, -0.13, -60.98, -24.51, -36.95, 8.70, 50.86, -14.10, 7
4583, -0.88, 0.11, -0.17, -52.38, -24.70, -46.77, 9.75, 52.66, -14.10, 7
4592, -0.81, 0.08, -0.18, -40.85, -25.00, -55.61, 9.60, 52.66, -14.10, 7
4602, -0.74, 0.05, -0.15, -30.61, -26.34, -63.17, 9.60, 51.31, -13.95, 7
4611, -0.68, -0.04, -0.15, -24.21, -27.56, -68.96, 9.00, 52.66, -13.80, 7
4644, -0.65, -0.06, -0.16, -25.06, -32.62, -73.54, 10.35, 51.01, -12.45, 7
4654, -0.62, -0.18, -0.20, -31.95, -39.21, -77.20, 9.75, 50.41, -13.80, 7
4664, -0.65, -0.52, -0.32, -43.41, -41.65, -78.17, 10.05, 50.41, -12.75, 7
4674, -0.73, -0.98, 0.33, -58.90, -66.46, -93.54, 11.55, 49.36, -13.80, 7
4684, -1.51, 0.54, 0.92, 92.20, -134.57, -159.88, 10.95, 50.26, -14.25, 7
4694, -2.00, 1.84, 1.53, 33.35, -132.50, -228.48, 11.85, 50.41, -12.75, 7
4705, -2.00, 0.17, -0.86, -67.38, -101.10, -226.10, 11.25, 50.86, -14.10, 7
